targetid,survey,program,spectype,zwarn,zcat_primary,source_id,gaia_ra,gaia_dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,param,feh,alphafe,log10micro,teff,logg,tipo_fgk,parallax_snr
39633005811076101,main,bright,STAR,0,t,1471490125284651264,206.5420347144353,36.328596569671895,4.862217775535479,0.013061,1.0464752017809582,4.4547990315750265,13.60895,14.237668,12.85142,[-3.6175e-01  6.3413e-02         nan  4.5266e+03  4.6793e+00],-0.36175,0.063413,,4526.6,4.6793,K,372.26994682914625
39633351685966446,main,bright,STAR,0,t,989439316857826560,111.71759856618776,57.35994163820328,3.049484773239842,0.012385,-13.873693906654765,-29.818564350343216,13.034741,13.432582,12.470901,[-1.3062e-01  1.1236e-02  1.5268e-02  5.7277e+03  4.9203e+00],-0.13062,0.011236,0.015268,5727.7,4.9203,G,246.22404305529608
39633442811414684,main,bright,STAR,0,t,1044641432001571456,133.28649431990107,65.09763816343865,2.133730788417044,0.011486,12.001524434336485,5.063783375927104,13.234369,13.670995,12.638359,[-2.0640e-02  1.1661e-01         nan  4.9993e+03  4.1256e+00],-0.02064,0.11661,,4999.3,4.1256,K,185.7679599875539
39633006545077134,main,bright,STAR,0,t,1336905538358330496,260.46288787140713,36.21033579045299,2.093516135137575,0.012156,12.613347238349588,-11.405098400894808,13.781205,14.150284,13.244282,[-3.2503e-01  2.4008e-02 -5.0055e-02  5.7525e+03  4.9811e+00],-0.32503,0.024008,-0.050055,5752.5,4.9811,G,172.22080743152148
39632981534444555,main,bright,STAR,0,t,1278960107343445120,230.2195685317036,34.88915253322894,1.9835103846045192,0.011845,-12.766847253397838,-8.499347826387554,13.544394,13.884381,13.039225,[-2.2385e-01 -2.7446e-02  8.1584e-03  5.8265e+03  4.6950e+00],-0.22385,-0.027446,0.0081584,5826.5,4.695,G,167.4554989113144
39633455402715873,main,bright,STAR,0,t,1068797908621576960,137.2804779772591,66.17709432717855,3.0822228226705963,0.019494,-29.134750113367712,-21.760269149961264,14.741682,15.448648,13.929563,[-1.4260e-01  1.0653e-01         nan  4.3774e+03  4.5334e+00],-0.1426,0.10653,,4377.4,4.5334,K,158.11135850367273
39633240490772865,main,bright,STAR,0,t,1558606974174552576,204.05013510447765,49.59889341347827,2.111550697067369,0.013446,21.388826131600705,7.995121389619266,13.568689,13.911514,13.05447,[-3.7909e-01  1.0483e-01  4.2446e-02  5.7712e+03  4.8559e+00],-0.37909,0.10483,0.042446,5771.2,4.8559,G,157.03932002583437
39632957115205421,main,bright,STAR,0,t,4604492124303539072,269.78594766527294,33.77945370481597,1.4504589567068968,0.010218,23.892058855456145,13.689047407381535,13.077795,13.392956,12.596588,[-5.3455e-01  1.7679e-01  1.9359e-01  5.9029e+03  4.3337e+00],-0.53455,0.17679,0.19359,5902.9,4.3337,G,141.9513561075452
39633441112722911,main,bright,STAR,0,t,1632129839254673664,256.27738978264614,64.78383481047626,1.7736309882989645,0.013495,-1.4468027811305757,-10.331346176974554,13.966125,14.317533,13.450274,[-2.4754e-01  2.2083e-02  5.4534e-02  5.8123e+03  4.9076e+00],-0.24754,0.022083,0.054534,5812.3,4.9076,G,131.428750522339
39633451514596605,main,bright,STAR,0,t,2254671604917508736,290.9259347031409,65.75460312871176,1.5587994285962243,0.011943,-8.138921746328956,-16.657127191829165,13.894253,14.226529,13.397103,[-2.7361e-01  5.8515e-02  9.6469e-02  5.8750e+03  4.5941e+00],-0.27361,0.058515,0.096469,5875.0,4.5941,G,130.51992201257843
39633487598193030,main,bright,STAR,0,t,1683621308812394752,181.20301159445145,69.79867100381367,1.5544673888936238,0.012743,11.773884462474252,-3.248711736682239,13.408127,13.730105,12.92572,[-9.9565e-02  3.6504e-02  3.7949e-02  5.8758e+03  4.4798e+00],-0.099565,0.036504,0.037949,5875.8,4.4798,G,121.98598359049076
39627952995959664,main,bright,STAR,0,t,2700446020047476864,326.35709748618933,6.820538091521572,2.620623862330964,0.022084,-17.857440307015743,-19.956587395831285,14.510007,15.082232,13.794654,[-3.9248e-01  1.3941e-01  1.1739e-01  4.8196e+03  4.8309e+00],-0.39248,0.13941,0.11739,4819.6,4.8309,K,118.66617742849866
39633457587946637,main,bright,STAR,0,t,1104171327991467008,99.1926616351451,66.52500598217624,1.9510861726369448,0.016879,4.846121862055344,10.442114507563774,13.869594,14.351501,13.227371,[-4.6603e-01  1.2579e-01         nan  4.9984e+03  4.7597e+00],-0.46603,0.12579,,4998.4,4.7597,K,115.59252163261714
39633547056644879,main,bright,STAR,0,t,1129691645706530944,161.39396983992694,78.72135029524924,1.4005879959980791,0.01228,-16.115196617548232,-15.250993777575651,13.373201,13.715202,12.868544,[-1.0900e-02 -1.9033e-02 -3.0001e-01  5.8266e+03  4.5821e+00],-0.0109,-0.019033,-0.30001,5826.6,4.5821,G,114.0543970682475
39633442639446068,main,bright,STAR,0,t,1101366267670452736,108.82642411841088,65.04170047261272,1.884751674102378,0.01725,6.27486331088752,-20.68461089947725,14.008828,14.412457,13.437614,[-3.6955e-01  1.6020e-01 -3.7463e-02  5.6003e+03  4.8130e+00],-0.36955,0.1602,-0.037463,5600.3,4.813,G,109.2609666146306
39627579870676320,main,bright,STAR,0,t,2438205109478921600,351.9735908683133,-8.769499660985876,4.6449248189712895,0.042691,13.214424664122898,-19.889740048419547,15.991211,17.134048,14.928869,[-9.8077e-01  5.8399e-01 -2.9710e-01  4.0475e+03  4.9925e+00],-0.98077,0.58399,-0.2971,4047.5,4.9925,K,108.80337352067859
39633005538445835,main,bright,STAR,0,t,1519256140209778688,186.3760093321196,36.25812311732484,1.408605186740404,0.013865,2.7044255828668606,-9.225025956214695,13.032877,13.422185,12.481621,[ 1.7096e-01 -5.5320e-02 -5.7600e-02  5.5723e+03  4.1402e+00],0.17096,-0.05532,-0.0576,5572.3,4.1402,G,101.59431566825849
39633322715910332,main,bright,STAR,0,t,1418100585122544768,267.12188314421644,54.94626899234012,1.0931235211943986,0.012244,-4.00633767280265,-9.040967780755311,13.014438,13.512695,12.363864,[ 2.3306e-01 -6.5254e-02 -5.5863e-02  5.2012e+03  4.0593e+00],0.23306,-0.065254,-0.055863,5201.2,4.0593,G,89.27830130630501
39633272073884825,main,bright,STAR,0,t,2124443592295433984,275.1880352268493,51.59476105926201,1.100358896968441,0.012349,-9.315810754818468,9.18935565076614,13.699045,14.028422,13.207836,[-2.0870e-01  9.3839e-02  1.3278e-01  5.9513e+03  4.3865e+00],-0.2087,0.093839,0.13278,5951.3,4.3865,G,89.10510138217191
39633271037888226,main,bright,STAR,0,t,791716271140221824,176.1981014292703,51.48673899031054,1.3024253731586264,0.01498,-26.10748987184004,-1.89977178947506,13.593645,13.94867,13.073822,[ 2.6160e-01 -6.6899e-02 -8.5361e-03  5.7693e+03  4.3487e+00],0.2616,-0.066899,-0.0085361,5769.3,4.3487,G,86.94428392247173
39633435349748912,main,bright,STAR,0,t,1584797302491911808,182.7767519780607,64.19710010138999,2.7222620907425386,0.036127,-5.497083846115793,-1.37355683735489,16.228884,17.153866,15.281526,[-9.2045e-01  1.4424e-01  1.4955e-01  4.0050e+03  4.7374e+00],-0.92045,0.14424,0.14955,4005.0,4.7374,K,75.35256430765186
39632949901003620,main,bright,STAR,0,t,894059053969520384,114.70003901416652,33.591937783370966,1.3393835640005034,0.018787,-9.85584597397666,-15.301253787962448,13.877482,14.208641,13.383289,[-1.1624e-01 -4.1007e-03 -2.0172e-01  5.8750e+03  4.3249e+00],-0.11624,-0.0041007,-0.20172,5875.0,4.3249,G,71.29310501945511
39628019651842985,main,bright,STAR,0,t,2579804541935680000,17.441295428431363,9.648532317828044,5.055011269085688,0.071971,117.09165676777938,-216.97498670326215,16.672407,17.54563,15.757949,[-1.8149e+00  4.8806e-01  4.0521e-01  4.0679e+03  4.9855e+00],-1.8149,0.48806,0.40521,4067.9,4.9855,K,70.23677966244306
39633077370095448,main,bright,STAR,0,t,1490904545693745536,216.90399499395,39.98276276320063,2.171801710162197,0.03347,-19.596407169382477,-12.903973797820989,16.10337,17.032282,15.154134,[ 3.7746e-01 -6.2604e-02         nan  4.0845e+03  4.6690e+00],0.37746,-0.062604,,4084.5,4.669,K,64.88801046197182
39633292621775779,main,bright,STAR,0,t,987420613508771072,107.67096272642968,53.04537967519867,1.0049929628692598,0.015749,-7.374072485243712,-10.52373296875643,13.134708,13.467789,12.634591,[-2.2711e-01  4.2076e-02  1.4095e-01  5.9983e+03  4.0729e+00],-0.22711,0.042076,0.14095,5998.3,4.0729,G,63.813128634786956
39632936403734127,main,bright,STAR,0,t,1370399102081884288,236.04387279636947,32.63186388518149,2.1715742719367097,0.034748,-22.885191008800337,7.240716287607722,16.228266,17.184502,15.263608,[ 1.4876e-01 -9.2092e-03         nan  4.0092e+03  4.3726e+00],0.14876,-0.0092092,,4009.2,4.3726,K,62.49494278625272
39627779158836618,main,bright,STAR,0,t,2506239483096776320,28.04497197253012,-0.284404640361774,3.146844850060388,0.052453,39.23686753912719,-14.832766768231515,16.292534,17.426783,15.240526,[-9.1210e-01  4.2564e-01  5.3036e-01  4.0424e+03  4.9770e+00],-0.9121,0.42564,0.53036,4042.4,4.977,K,59.9936104714771
39633345876855858,main,bright,STAR,0,t,1566191955138524416,199.39268959550145,56.83173778374862,2.390845272117832,0.040829,-6.047946437645429,18.82839737866237,16.531668,17.500164,15.557523,[-8.3345e-01  1.7095e-01  2.2835e-01  4.0290e+03  4.7992e+00],-0.83345,0.17095,0.22835,4029.0,4.7992,K,58.55752705473639
39633483047372223,main,bright,STAR,0,t,1118231504730061056,132.65755985450912,69.1788108655949,1.7653101032262184,0.032097,-16.085370671363158,-2.5755408127538435,13.443009,13.794608,12.927406,[ 3.3397e-02 -5.1547e-03  8.1772e-02  5.8866e+03  4.5584e+00],0.033397,-0.0051547,0.081772,5886.6,4.5584,G,54.99922432707787
39627657997980500,main,bright,STAR,0,t,2443143600315748736,359.935568308556,-5.418002522546541,2.790178949212749,0.051678,30.426328987859364,-0.1060133575154748,16.212578,17.23307,15.209435,[-6.5185e-01  1.1685e-01  1.5657e-01  4.0132e+03  4.9498e+00],-0.65185,0.11685,0.15657,4013.2,4.9498,K,53.991620210007135
39633345662943318,main,bright,STAR,0,t,844894185375199232,175.92885854043945,56.64161530875964,2.255736821266058,0.041994,9.66965641221264,-1.9262977810164323,16.335842,17.301908,15.357249,[-4.1929e-01 -1.4100e-02  2.4892e-01  4.0411e+03  4.9962e+00],-0.41929,-0.0141,0.24892,4041.1,4.9962,K,53.715693224414395
39633054032987239,main,bright,STAR,0,t,1486978155311323392,221.33644795823463,38.76761172182099,2.025935926848375,0.038586,-3.569768256628727,-2.2383778300989645,16.307184,17.181086,15.386086,[-2.3131e-01  2.1364e-01         nan  4.0020e+03  4.2382e+00],-0.23131,0.21364,,4002.0,4.2382,K,52.504429763343566
39633126976128694,main,bright,STAR,0,t,1535089794844448512,186.6049754540261,42.744441615422105,2.3247353527132883,0.044947,-31.63100167988135,-7.986379123487303,16.152092,16.962364,15.2666,[-9.0187e-01  8.9756e-02  3.3594e-01  4.1621e+03  4.9961e+00],-0.90187,0.089756,0.33594,4162.1,4.9961,K,51.72170228743383
39633263714633906,main,bright,STAR,0,t,1553719782427649664,201.2922409183068,50.94019663905293,1.9322926172049704,0.03795,-43.197832510761934,11.49172756498538,16.452742,17.256834,15.576951,[-9.1986e-01  2.2880e-01  3.4767e-01  4.2232e+03  4.9699e+00],-0.91986,0.2288,0.34767,4223.2,4.9699,K,50.91680150737735
39633392668509057,main,bright,STAR,0,t,1041684295479360768,129.03643283442864,60.48987417327251,1.1888111597281794,0.024119,-5.175847640372615,-12.932262865091108,13.896107,13.829868,12.929268,[-4.3296e-02  1.4313e-02  1.0264e-01  5.9309e+03  4.5561e+00],-0.043296,0.014313,0.10264,5930.9,4.5561,G,49.289405022106195
39627755091920885,main,bright,STAR,0,t,2494750827832154496,33.56470140784706,-1.3383437073268456,2.5499433450617133,0.052842,36.61227039416399,-22.6876595051268,16.215752,17.042078,15.32285,[-1.2528e+00  2.5791e-01  3.7776e-02  4.0914e+03  4.8772e+00],-1.2528,0.25791,0.037776,4091.4,4.8772,K,48.2559960838294
39628252804809211,main,bright,STAR,0,t,2834030017033095168,338.84544262021967,19.388208035949727,2.594005029381816,0.054267,12.464577388389172,12.09830077773333,15.769233,16.657211,14.835875,[-1.4156e-01  1.0641e-01         nan  4.0676e+03  4.4465e+00],-0.14156,0.10641,,4067.6,4.4465,K,47.80078186341268
39633043975048366,main,bright,STAR,0,t,4032950823243294464,177.41696964749187,38.32967698694004,2.339456786399626,0.049277,-18.498008312071377,-6.3831588583828935,16.335114,17.390486,15.311961,[-4.5944e-01  1.3273e-01  1.3903e-01  4.0475e+03  4.9762e+00],-0.45944,0.13273,0.13903,4047.5,4.9762,K,47.475633386765146
39632941306874138,main,bright,STAR,0,t,1289501915595085952,223.31470667783853,32.97773164081592,2.2181558435817155,0.048131,-25.65586420920201,8.937435712649096,16.42236,17.300549,15.498343,[-8.4132e-01  7.4153e-02  5.5416e-02  4.0135e+03  4.7602e+00],-0.84132,0.074153,0.055416,4013.5,4.7602,K,46.08580423389739
39633260656986760,main,bright,STAR,0,t,2124718882518988032,273.1619226817217,50.65228933897048,1.868872766195269,0.040741,0.8342115804565688,-14.257552483292416,14.771312,15.293424,14.081094,[5.0259e-01 1.2166e-02        nan 4.8959e+03 4.9074e+00],0.50259,0.012166,,4895.9,4.9074,K,45.872039620904474
39633361991369531,main,bright,STAR,0,t,857965969879793792,172.60707723254782,57.98724117158461,1.7857140755115104,0.039059,-4.12837815993864,-10.930535308525997,16.220633,16.96496,15.389965,[-3.4158e-01  1.0205e-01         nan  4.3015e+03  4.6177e+00],-0.34158,0.10205,,4301.5,4.6177,K,45.71837669964695
39633514517233790,main,bright,STAR,0,t,1077973092637521280,156.0332327399865,73.31055015892841,1.8869919693014732,0.041537,23.54605790435772,5.292139494696186,16.393078,17.193253,15.521523,[-5.1009e-01  1.8053e-01         nan  4.1861e+03  4.3630e+00],-0.51009,0.18053,,4186.1,4.363,K,45.429182880359036
39628491917885607,main,bright,STAR,0,t,1276797711569556992,230.65102985401376,30.426982423182316,1.6627712262722352,0.037009,-5.284929104646587,-12.93873791092453,16.243084,16.89549,15.468402,[-6.2656e-01  1.3654e-01         nan  4.6070e+03  4.9038e+00],-0.62656,0.13654,,4607.0,4.9038,K,44.92883423686766
39633072513092516,main,bright,STAR,0,t,1524621035400027776,200.67734396357952,39.81802131185199,1.853811790669282,0.041347,-40.541530447086274,-10.552864799225604,16.365326,17.154728,15.49023,[-4.1917e-01  2.1405e-01         nan  4.0892e+03  4.2143e+00],-0.41917,0.21405,,4089.2,4.2143,K,44.83546063001625
39633374691721946,main,bright,STAR,0,t,858178587940787200,174.29794416296463,59.12483474723637,2.002940351034601,0.044992,8.970429572096053,7.313246777062196,16.484217,17.321215,15.586342,[-3.7666e-01  2.1809e-01         nan  4.0791e+03  4.4620e+00],-0.37666,0.21809,,4079.1,4.462,K,44.51769983629537
39633271067248221,main,bright,STAR,0,t,791185962937746560,178.9691893996867,51.46507916624359,2.2514143924420025,0.051144,-10.60677123822944,6.215727636174725,16.704203,17.593014,15.773964,[-9.5038e-01  6.7788e-02  1.6886e-01  4.0098e+03  4.9152e+00],-0.95038,0.067788,0.16886,4009.8,4.9152,K,44.02108541455503
39633091181937181,main,bright,STAR,0,t,1491891838416384384,214.91848061220105,40.870870122376566,1.7175951952636277,0.039344,8.48730011301411,-20.407456625577804,16.283413,17.122908,15.381431,[-2.6832e-01 -3.6722e-02  1.4521e-01  4.2009e+03  4.9941e+00],-0.26832,-0.036722,0.14521,4200.9,4.9941,K,43.65583558518777
39633195439752871,main,bright,STAR,0,t,810336122597321600,154.3913215253729,46.74127754040353,1.903005523084602,0.043752,11.772380416695349,-25.892052476968985,16.269278,17.09527,15.378456,[-1.8701e-01  1.7360e-01         nan  4.1278e+03  4.2214e+00],-0.18701,0.1736,,4127.8,4.2214,K,43.49528074338549
39633440437438418,main,bright,STAR,0,t,1058567189147609088,162.22588091470067,64.84046230672192,1.7651949982070263,0.040703,-4.552138966863537,-10.15039286522835,16.219494,17.008364,15.354281,[-7.2366e-02  6.6511e-02         nan  4.2111e+03  4.3509e+00],-0.072366,0.066511,,4211.1,4.3509,K,43.36768784136369
39632956586724618,main,bright,STAR,0,t,1277871212874684160,232.158156759892,33.7687165855196,1.8031171338033567,0.042441,-12.9286128504222,-8.134482136823028,16.529613,17.389833,15.619733,[-2.7312e-01  2.1519e-01         nan  4.0369e+03  4.1909e+00],-0.27312,0.21519,,4036.9,4.1909,K,42.485265045671795
39633158081086977,main,bright,STAR,0,t,1493615872648362752,220.67411506508992,44.4615420663805,1.5999308985570222,0.038051,12.299544977213046,-0.0967385372205934,16.363022,17.13262,15.516731,[-2.4755e-01  1.1320e-01         nan  4.2572e+03  4.4178e+00],-0.24755,0.1132,,4257.2,4.4178,K,42.04701318117847
39628465892234900,main,bright,STAR,0,t,1317760120341481216,244.6688455243034,29.284584870787064,1.8228163324128177,0.043666,14.092664316085688,-21.862359282928,16.502356,17.364107,15.593018,[-5.0151e-01  3.8364e-02  2.5420e-01  4.1724e+03  4.9930e+00],-0.50151,0.038364,0.2542,4172.4,4.993,K,41.74452279606141
39633300892945345,main,bright,STAR,0,t,1561136881709957760,207.98810066331296,53.43001754081882,1.83784128505854,0.04478,4.952528999500955,-14.747276442652394,16.597816,17.463211,15.681844,[-1.9569e-01  1.5006e-01         nan  4.0922e+03  4.2575e+00],-0.19569,0.15006,,4092.2,4.2575,K,41.04156509733229
39633335768583703,main,bright,STAR,0,t,1564810487497334528,196.02792809621,55.886386900292,1.7799060411941685,0.043591,25.306963570472742,-22.162707758949026,16.645857,17.48597,15.720749,[-7.2187e-01  5.5842e-02  1.7147e-01  4.1119e+03  4.9858e+00],-0.72187,0.055842,0.17147,4111.9,4.9858,K,40.83196167085335
39633541880873272,main,bright,STAR,0,t,1137125993578269568,113.9085520730002,77.66660403263134,2.174802218779603,0.053304,-13.389559348167268,-11.155988226555529,16.455986,17.406612,15.472533,[-5.7717e-01  5.7877e-02  2.6707e-01  4.0646e+03  4.9903e+00],-0.57717,0.057877,0.26707,4064.6,4.9903,K,40.79998159199315
39633266831002105,main,bright,STAR,0,t,1016460845901862912,136.05697015255532,51.19120109746324,1.8288103226589407,0.044967,-25.609070339721956,-25.138693466506115,16.224384,17.088022,15.299743,[-9.2703e-01  8.3770e-02  1.9263e-01  4.0106e+03  4.6956e+00],-0.92703,0.08377,0.19263,4010.6,4.6956,K,40.67005409876
39627707406881278,main,bright,STAR,0,t,3201769996000410496,71.03880266933032,-3.204097317967213,1.8653496081526328,0.045888,-3.722444913258582,6.5948851076767285,16.228899,16.97619,15.388299,[-3.8899e-01 -2.0064e-01         nan  4.2113e+03  4.9541e+00],-0.38899,-0.20064,,4211.3,4.9541,K,40.65005247891895
39627673093277981,main,bright,STAR,0,t,3597425819282119808,182.12688443038215,-4.812785527808339,2.0899032287837938,0.051435,-0.3070814666779652,5.204600296458436,16.271162,17.10114,15.381628,[-7.9554e-01  1.7044e-01  4.0671e-01  4.2278e+03  4.9915e+00],-0.79554,0.17044,0.40671,4227.8,4.9915,K,40.63192823532213
39628502273624392,main,bright,STAR,0,t,1276328254464964096,227.88577518282997,31.086007930148675,1.5685689899840007,0.03873,-0.9729039644839768,-22.632022401612144,16.31669,17.116037,15.431679,[-2.9260e-01  2.7344e-01         nan  4.1435e+03  4.1333e+00],-0.2926,0.27344,,4143.5,4.1333,K,40.50010302050092
39633438520642146,main,bright,STAR,0,t,1632150661256762880,257.134036289125,64.45506322966244,1.6954719884545504,0.042362,-12.152942745278423,7.5025997618744675,16.644238,17.53888,15.705022,[-5.8724e-01  3.7265e-01  2.2717e-01  4.2597e+03  4.9283e+00],-0.58724,0.37265,0.22717,4259.7,4.9283,K,40.02341694099784
39627694995932555,main,bright,STAR,0,t,3260904789357803392,50.12727183464886,-3.781984244479305,2.09324801751696,0.053165,15.024981164608048,-9.596656727493343,16.30559,17.192446,15.38177,[-1.8882e-01  1.4002e-01         nan  4.0770e+03  4.4187e+00],-0.18882,0.14002,,4077.0,4.4187,K,39.372670319137775
39633034386866787,main,bright,STAR,0,t,766108301728770048,174.06134902468511,37.75404396487984,2.089796391156523,0.053537,-33.30095749416102,-46.48671416332554,16.148151,16.950075,15.270418,[-5.5748e-01  2.8060e-01         nan  4.0736e+03  4.2146e+00],-0.55748,0.2806,,4073.6,4.2146,K,39.03461888332411
39627888189769823,main,bright,STAR,0,t,2902130877306240,49.0053474264129,4.280495708573439,1.1757410610306094,0.030654,5.148004408650762,-0.3834063001513662,15.325654,15.803716,14.685618,[-3.5613e-02  4.8345e-02 -4.8131e-02  5.4860e+03  4.8575e+00],-0.035613,0.048345,-0.048131,5486.0,4.8575,G,38.3552248003722
39628343263366889,main,bright,STAR,0,t,2803326773302628864,10.830912247668378,23.65767265105556,2.1139884415239805,0.055183,12.704511597918756,-9.35555778440149,16.318048,17.185513,15.405705,[-2.2364e-01  1.5011e-01         nan  4.1160e+03  4.3088e+00],-0.22364,0.15011,,4116.0,4.3088,K,38.308690022724036
39627761660199758,main,bright,STAR,0,t,3254094929732612224,65.03920066166529,-1.0196982099028724,2.158944509465067,0.056755,-4.5910240065360535,-10.727128322065012,16.345297,17.253395,15.405186,[-1.3617e-01  1.2329e-01         nan  4.0703e+03  4.4651e+00],-0.13617,0.12329,,4070.3,4.4651,K,38.039723539160725
39633005685243942,main,bright,STAR,0,t,1522234064375289472,197.01074719150355,36.196132778513,1.888620468961989,0.050114,-40.21786790629615,-6.362398100032546,16.469412,17.23808,15.609323,[-6.2961e-01  2.2843e-01         nan  4.0646e+03  4.2605e+00],-0.62961,0.22843,,4064.6,4.2605,K,37.68648419527455
39633006096285897,main,bright,STAR,0,t,1291669843285067648,227.3317326548325,36.14989063994748,1.7288687048059337,0.045943,-1.0997982041688097,-40.730222877358926,13.296391,13.636413,12.785536,[-4.8797e-01  1.9333e-01  1.4474e-01  5.8261e+03  4.5566e+00],-0.48797,0.19333,0.14474,5826.1,4.5566,G,37.63073166327697
39633502248894990,main,bright,STAR,0,t,2265787530033088640,279.4877637083117,71.5894194379222,1.1434089618280168,0.030524,0.952844518202317,6.916913486751495,14.921298,15.310036,14.292966,[-1.2793e-01  9.2581e-02  5.3152e-02  5.5728e+03  4.7955e+00],-0.12793,0.092581,0.053152,5572.8,4.7955,G,37.45934221687907
39633304491655955,main,bright,STAR,0,t,1561162445355267072,207.8458198621772,53.81109029389094,1.943230724748862,0.052362,-19.079477180087444,-54.30536524300592,16.937979,17.813122,16.01741,[-1.2362e+00  4.0737e-01  2.5485e-01  4.0462e+03  4.5860e+00],-1.2362,0.40737,0.25485,4046.2,4.586,K,37.11146871297625
39633025620771372,main,bright,STAR,0,t,1376055574010691200,237.33249976080364,37.34454900707709,1.3935965127592953,0.038154,-3.552384402021406,-13.411728538248065,16.364702,17.092918,15.544903,[-1.6968e-01  6.8374e-02         nan  4.3116e+03  4.4333e+00],-0.16968,0.068374,,4311.6,4.4333,K,36.52556777164374
39633104243002104,main,bright,STAR,0,t,778173208460907008,165.5992588074448,41.48546818886833,1.7948452612930077,0.049504,0.2860355988661811,-14.946479839264905,16.212143,16.947609,15.374655,[-3.2063e-01  9.2713e-02         nan  4.2410e+03  4.2965e+00],-0.32063,0.092713,,4241.0,4.2965,K,36.25657040427052
39628087809281644,main,bright,STAR,0,t,3928164311395707904,192.981638033753,12.46863744319814,1.7124972375431773,0.047261,0.3325322713695894,-17.813076980431205,16.09884,16.983747,15.167589,[-2.4428e-01  1.1318e-01         nan  4.0174e+03  4.3194e+00],-0.24428,0.11318,,4017.4,4.3194,K,36.23489214242562
39627660980130022,main,bright,STAR,0,t,3599041276740343808,178.19122850994384,-5.200986703297359,1.707641513545927,0.047409,-5.740425409627274,-1.7946575803940104,16.32846,17.144655,15.454247,[-3.5637e-02 -2.0033e-01         nan  4.1726e+03  4.7890e+00],-0.035637,-0.20033,,4172.6,4.789,K,36.019353151214474
39627863837646274,main,bright,STAR,0,t,2514062753141459200,35.53007776676682,3.1954639789367345,2.2878636994749235,0.063737,10.468221984744742,-1.780165726406255,16.628916,17.642414,15.628624,[-7.0544e-01  1.5946e-01  1.1135e-01  4.0297e+03  4.7608e+00],-0.70544,0.15946,0.11135,4029.7,4.7608,K,35.89537787274148
39633384074379819,main,bright,STAR,0,t,1581608963584821888,186.47823726935167,59.8082213549968,1.3422298091214258,0.037634,-16.681998830261314,-10.728534950205342,16.19103,16.774973,15.458393,[-5.2341e-01  2.2454e-01         nan  4.6043e+03  4.7807e+00],-0.52341,0.22454,,4604.3,4.7807,K,35.665350723320024
39633091286797276,main,bright,STAR,0,t,1489082139530497408,223.38135557641945,40.870914384549074,1.2201938882424028,0.034234,8.657145926043192,0.4857374951411255,16.173101,16.759132,15.450932,[-2.7683e-01  9.0948e-02         nan  4.7087e+03  4.7916e+00],-0.27683,0.090948,,4708.7,4.7916,K,35.642749554314506
39627707411074048,main,bright,STAR,0,t,3201758897804903936,71.21275227373877,-3.222712459120788,1.565566397756114,0.044273,-1.9002323830826957,-27.361889607431145,16.196362,16.978735,15.336833,[7.1601e-01 1.6601e-02        nan 4.1895e+03 4.3034e+00],0.71601,0.016601,,4189.5,4.3034,K,35.36165152025194
39633516194957820,main,bright,STAR,0,t,1121152219930500608,142.2786746456398,73.60404649255862,1.43475211194903,0.040876,5.197194004543279,-6.462420038520716,16.186796,16.846825,15.412165,[-5.6391e-01  2.0786e-01  2.5155e-01  4.5331e+03  4.7824e+00],-0.56391,0.20786,0.25155,4533.1,4.7824,K,35.10011038137367
39627836029403403,main,bright,STAR,0,t,3892536114565621120,177.7584369352408,2.0498183234855905,1.935029525135287,0.055186,15.959984612368585,-9.409950586603427,16.30223,17.121225,15.416032,[-3.7632e-01  1.3712e-01         nan  4.1139e+03  4.2431e+00],-0.37632,0.13712,,4113.9,4.2431,K,35.06377568831383
39633332065013131,main,bright,STAR,0,t,850051341586128768,164.02857629543342,55.69171756799295,1.784133990444385,0.051102,-24.600579155738767,-10.940515901104831,16.542934,17.421127,15.626053,[-6.0847e-02  6.5522e-02         nan  4.0525e+03  4.3578e+00],-0.060847,0.065522,,4052.5,4.3578,K,34.91319303440932
39633048504893772,main,bright,STAR,0,t,776104855290124544,160.59053712980975,38.57657512959615,1.6691963595341914,0.048377,-26.71809872017588,-10.957444292883595,16.23415,16.967384,15.407764,[-1.6092e-01 -2.0013e-01         nan  4.3479e+03  4.9917e+00],-0.16092,-0.20013,,4347.9,4.9917,K,34.503924582636195
39628502458174013,main,bright,STAR,0,t,1320656646284263680,240.75026798220028,31.00854181542829,1.716812281889074,0.049794,-12.717483647134506,-19.55426353476998,16.468971,17.284737,15.545723,[-1.1735e-02  1.2532e-01         nan  4.1799e+03  4.2628e+00],-0.011735,0.12532,,4179.9,4.2628,K,34.47829621820047
39633077386874277,main,bright,STAR,0,t,1488181811306301568,218.3628359082542,39.87643179305687,1.8212907028321568,0.052863,-32.2406442320704,0.7031276808349827,16.88036,17.846016,15.903231,[-5.4300e-01  1.7714e-01  4.2299e-01  4.1125e+03  4.9950e+00],-0.543,0.17714,0.42299,4112.5,4.995,K,34.453033366100236
39633519789476922,main,bright,STAR,0,t,1690929655227479168,181.74376186908376,74.07085990230101,1.7571457765617564,0.051378,-6.342831284499172,-0.7390139526818129,16.978117,17.863146,16.05632,[-8.6505e-01  9.7663e-02  3.2526e-01  4.0650e+03  4.8116e+00],-0.86505,0.097663,0.32526,4065.0,4.8116,K,34.200353781029946
