targetid,survey,program,spectype,zwarn,zcat_primary,source_id,gaia_ra,gaia_dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,feh,alphafe,log10micro,teff,logg,clase_aprox,parallax_snr
39628135938919683,main,bright,STAR,0,t,4543242557769070720,260.302965862526,14.52983487278521,9.467499835924352,0.095339,26.01074229739872,-10.778091540651689,17.429792,17.551353,17.198656,-10.0,,,30000.0,7.0009,O,99.30353618062233
39627724741936311,main,bright,STAR,0,t,2484471356184451072,24.534652121296325,-2.513523743193216,8.660219448678864,0.088481,-64.04887467884679,-90.20979335288918,17.413017,17.554886,17.111427,-10.0,,,30000.0,7.0004,O,97.87660004609876
39633548604343352,sv1,backup,STAR,0,t,2293913930823813888,273.60032519542153,78.90085667943298,3.923230504767264,0.041086,-10.737977111798113,11.534828701801894,16.744831,16.612446,17.03317,-10.0,,,30000.0,8.0463,O,95.4882564563906
39632976601941761,main,bright,STAR,0,t,1374763991445185664,232.3292507131796,34.74142557897667,6.40420743934623,0.067656,-16.196359439978224,-7.832596801884794,17.188828,19.217236,15.838011,-10.0,,,39995.0,8.7884,O,94.65838121299265
2305843019070313260,main,backup,STAR,0,t,1323407624377828224,240.6726853382804,33.38346026667199,9.93166467600877,0.106058,-2.4991997236211,-75.60453525411089,18.185404,18.37468,17.900333,-10.0,,,30000.0,7.0021,O,93.64371076211856
39627709206236795,main,dark,STAR,0,t,3601778888894719616,178.43148991099005,-3.209679660879352,10.961137784981789,0.12018,168.27320836200224,-60.7664105959057,17.994848,18.199003,17.708954,-10.0,,,30000.0,7.0002,O,91.20600586604917
39633049184373715,main,bright,STAR,0,t,1485197354494658176,212.40785743748185,38.47461506839025,10.253047374661268,0.114383,11.051990468387563,-50.17098294753002,18.19418,18.364815,17.869795,-10.0,,,30000.0,7.0003,O,89.63786029970596
39636365146587723,main,dark,STAR,0,t,3194126908422793984,59.94597482174931,-9.060573372092785,12.301574873624316,0.138688,37.05638422450836,19.658728679415983,18.228209,18.430914,17.902983,-10.0,,,30000.0,7.0002,O,88.69963424106135
39633343259611024,main,bright,STAR,0,t,2151104786467260160,276.89062374188586,56.419024395928176,5.1017868380107965,0.058658,12.96918271708816,-13.738104481069184,17.298615,17.215034,17.45088,-10.0,,,30636.0,8.1307,O,86.97512424581124
39633485652034526,sv1,backup,STAR,0,t,1674438320840981376,209.99976799050205,69.42754640613785,10.888070765104056,0.127876,27.100864871033448,-3.3229440221453155,18.574238,18.758268,18.35518,-10.0,,,30000.0,7.1033,O,85.14553759191762
39628492182130763,main,bright,STAR,0,t,1312124917091171072,249.0672406921876,30.51983844346613,10.050986890042909,0.120291,40.30329515422155,34.91646565580963,17.916864,17.927864,17.30635,-10.0,,,30000.0,7.0004,O,83.5556017494485
39628478122820966,special,bright,STAR,0,t,2861239184609863552,1.2351095330222048,29.968526749766795,6.365333385201825,0.077808,53.140641940943816,6.071867169949261,16.996971,16.935438,17.11404,-10.0,,,33907.0,7.9726,O,81.80821233294552
39633039935934045,main,bright,STAR,0,t,1387779494698794112,232.12910884061577,38.05165931380763,6.410457685762332,0.079158,-16.028793994748575,-5.77841889694913,17.47218,19.057539,16.216518,-10.0,,,31978.0,8.7683,O,80.983067861269
39627272801492882,sv1,dark,STAR,0,t,2965641593243060736,87.02358240257438,-21.70493129216472,5.176911204640347,0.065176,13.036287392923567,-7.562846249765189,17.04016,16.90236,17.341482,-10.0,,,30000.0,9.0792,O,79.42971653124381
39627947375592624,main,dark,STAR,0,t,2664535691110719104,349.5014297311288,6.567881141035371,14.65705732202966,0.186324,-7.467539991373233,-91.45569316070907,18.060743,18.267262,17.762367,-10.0,,,30000.0,7.0022,O,78.66435522009864
39628516727195621,sv1,dark,STAR,0,t,742962753035089792,154.9141410994388,31.645763532339057,12.30543353863214,0.164106,117.46013541655893,-121.27546880281614,18.425947,18.582668,18.112427,-10.0,,,30000.0,7.0008,O,74.98466563460288
39627720648298582,main,dark,STAR,0,t,3837609942479568512,140.72547682850575,-2.6376611606057336,10.335058524698354,0.146887,49.41321803365048,-26.98522130053572,18.108185,18.249136,17.826649,-10.0,,,30000.0,7.0002,O,70.3606073015199
39627592994655359,main,dark,STAR,0,t,3195753365294679808,61.896095420227546,-8.015323670050922,9.345531481000924,0.132922,-18.68382221712935,-1.2236750171264017,18.043867,18.17208,17.816696,-10.0,,,30000.0,7.0008,O,70.30838748289165
39628098471202016,main,dark,STAR,0,t,650340408909616896,123.74030385664,13.010122916872678,12.642041695409311,0.181372,-61.96561766972414,-21.185127718874327,18.133928,18.302399,17.863733,-10.0,,,30000.0,7.0005,O,69.70227871672205
39628003747038968,main,bright,STAR,0,t,590479903515064832,137.62261381911406,9.034338281657384,6.108184248781216,0.088857,7.699985220369377,-121.66209091641628,17.229603,17.173803,17.312202,-10.0,,,39996.0,8.3522,O,68.7417338958238
39628223939609516,main,bright,STAR,0,t,1785993671083791488,322.71702361231576,18.174116383409967,6.1978431791573945,0.091026,-1.2953527817211443,-2.8128444655161347,17.053642,16.981356,17.180008,-10.0,,,35775.0,7.6208,O,68.08871288595999
39627927037412973,main,bright,STAR,0,t,3672339807088561536,211.2044005285402,5.856985815678559,4.626132499266617,0.068221,-1.7127351478722848,10.536918033851652,16.675194,18.04913,15.526879,-10.0,,,33729.0,8.3397,O,67.81097461583114
39627634497297521,main,bright,STAR,0,t,2487975808980333184,32.879008577780816,-6.348643809876114,10.505575066408438,0.155903,26.17408505759676,43.74643145951024,18.381464,18.492079,18.151915,-10.0,,,30000.0,7.0016,O,67.3853297653569
39627961736890994,main,bright,STAR,0,t,595270136375043712,131.02003979800602,7.161946066998782,4.24689770332478,0.063292,-22.411697020225752,13.980944789899278,16.517769,16.372429,16.797646,-10.0,,,30000.0,7.9342,O,67.10007115156387
39628309360807850,main,dark,STAR,0,t,2836507663407798912,340.80843886788495,22.024624444112348,4.665385678310123,0.069669,25.14163694495784,-13.754793768354824,16.461061,16.327564,16.72754,-10.0,,,30000.0,7.9935,O,66.96501569292116
39627603362972820,main,bright,STAR,0,t,2667311000193972224,325.0044097769152,-7.847867149047284,4.704786482704653,0.070841,5.199271808836666,-15.34329455344958,16.235071,16.100594,16.513868,-10.0,,,30000.0,7.7735,O,66.41332678399024
39627758527055126,main,bright,STAR,0,t,4409340076070042496,238.3088631653412,-1.2465404444632258,11.318223446492585,0.171446,-8.40817877477296,-55.37193116204028,17.952524,18.104954,17.704731,-10.0,,,30000.0,7.0003,O,66.01625845159751
39633303531160900,main,bright,STAR,0,t,986916689289687808,111.56989416241188,53.76963850562219,8.69688500097735,0.133101,-95.42936550009787,6.277484811176146,18.334017,18.49464,18.128237,-10.0,,,30000.0,7.0002,O,65.34049331693488
39628195414149932,main,bright,STAR,0,t,2829701888294147328,341.0643632755508,16.892161147509324,9.646530125952884,0.150215,-9.417582531266422,-76.16918023908825,18.117537,18.300396,17.81574,-10.0,,,30000.0,7.0002,O,64.21815481778042
39627800507846466,sv3,bright,STAR,0,t,3651747667992161920,220.68369359891344,0.4542292688274094,11.992157394471237,0.186759,-89.50555912397948,24.392524517976327,17.931633,18.063955,17.682936,-10.0,,,30000.0,7.0112,O,64.21193835087593
39627621511727915,main,bright,STAR,0,t,2625620710428582272,334.44024602591924,-6.926692369140766,12.063892594980352,0.19098,15.188415951718778,-36.83657623098411,18.072395,18.218273,17.754927,-10.0,,,30000.0,7.0003,O,63.168355822496345
39628464680076897,main,bright,STAR,0,t,734708203849371008,161.78023292577063,29.326376226957937,8.870045131822554,0.140621,-18.689558580486807,4.564063880867318,18.279295,18.436771,18.038902,-10.0,,,30000.0,7.0005,O,63.07767070226036
39627726813921681,main,dark,STAR,0,t,3826588571067552256,148.01635087911043,-2.5120303498995677,9.704989292639391,0.154357,-66.78509539365974,51.447596767091966,18.079088,18.21793,17.824926,-10.0,,,30000.0,7.001,O,62.873658419374514
39633300767113546,main,bright,STAR,0,t,1558181085216990592,195.09914076662236,53.404942955129634,8.634478260726759,0.141199,-66.54754848423035,65.92679795219827,18.512775,18.660091,18.255335,-10.0,,,30000.0,7.0008,O,61.15112897914829
