targetid,survey,program,spectype,zwarn,zcat_primary,source_id,gaia_ra,gaia_dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,param,feh,alphafe,log10micro,teff,logg,tipo_espectral_aprox,parallax_snr
39627082556245550,sv1,bright,STAR,0,t,4886926768505391232,58.79706933668856,-30.59493817694572,0.6303483493421174,0.039195,5.36248698792746,9.703763301878482,16.34772,16.806475,15.727954,[nan nan nan nan nan],,,,,,sin_teff,16.082366356477035
2305843021020666198,main,backup,STAR,0,t,1585260196887557120,180.41304768623385,66.20330758684076,0.802960764362498,0.04994,-6.2789957749816825,-10.112604583965489,16.569746,17.101168,15.893168,[nan nan nan nan nan],,,,,,sin_teff,16.078509498648337
39627586959054331,main,bright,STAR,0,t,3195088362621614208,58.78768224093661,-8.169542853964334,2.009692279348757,0.125043,28.65404217511317,-10.451351609560431,18.110886,19.658049,16.939114,[nan nan nan nan nan],,,,,,sin_teff,16.0720094635346
2305843051970447709,main,backup,STAR,0,t,5739240381032987904,139.289521426828,-11.332607283417603,0.5868522528084673,0.036536,-6.329315441663307,-4.512629442798083,15.566934,15.89235,15.07571,[nan nan nan nan nan],,,,,,sin_teff,16.06230164244765
2305843037546228138,main,backup,STAR,0,t,3802973329045061760,163.82666600910323,-1.1701641700052714,3.1874212791515677,0.198601,-65.6988852857944,-0.6526078775426789,18.513987,20.24457,17.299686,[nan nan nan nan nan],,,,,,sin_teff,16.04937175115718
39633405591163718,sv3,bright,STAR,0,t,2158885519157598464,270.7456625898932,61.49370592460165,0.5429523703642711,0.033846,-2.893582286719048,-6.245022268203603,16.214472,16.613308,15.657361,[nan nan nan nan nan],,,,,,sin_teff,16.041847496432993
2305843036350851671,main,backup,STAR,0,t,3642801839525366144,214.58699821477236,-4.153413869252965,1.2831848757955564,0.080074,-0.7527791640630805,-7.489405059359609,16.755705,17.805956,15.74583,[nan nan nan nan nan],,,,,,sin_teff,16.024987833698283
2305843039110698117,main,backup,STAR,0,t,4012890993804374272,183.83300706624823,28.535409218944068,0.867088821023213,0.054135,15.32272725597134,-18.47801777578252,15.763687,16.1773,15.184103,[nan nan nan nan nan],,,,,,sin_teff,16.01715749557981
39627636569278813,main,bright,STAR,0,t,3776004374695409152,156.9722383035988,-6.135874533348024,1.1100677722415315,0.069325,-13.109484223233268,-7.935825466375376,16.537886,17.085384,15.850875,[nan nan nan nan nan],,,,,,sin_teff,16.012517450292556
2305843020144056160,main,backup,STAR,0,t,1467251263145281152,196.4488181083232,32.87423655860934,0.7226481546731549,0.045135,-6.348495121382728,-11.83996149123936,15.995399,16.383026,15.391671,[nan nan nan nan nan],,,,,,sin_teff,16.010815435319707
2305843012959216923,main,backup,STAR,0,t,502813745488177920,83.10664265322958,74.75453249434615,1.5785171266460094,0.098678,4.025257425822818,-2.043958980338996,17.765814,18.699932,16.56468,[nan nan nan nan nan],,,,,,sin_teff,15.996646938993589
39633192046563049,main,bright,STAR,0,t,1590133477235489024,220.91906893749035,46.55899860474291,0.554711036072513,0.034679,7.270879956185293,-12.256054708680669,16.397047,16.757257,15.867911,[nan nan nan nan nan],,,,,,sin_teff,15.995589148260128
