wavelength,flux,ivar,model,targetid,clase_aprox,teff,logg,feh
4000.000000000091,1.9687892198562622,0.3612697720527649,0.3845306634902954,39627752323679645,K,3821.7,4.4914,-0.93174
4000.800000000091,-0.16578975319862366,0.3299849331378937,0.3089940547943115,39627752323679645,K,3821.7,4.4914,-0.93174
4001.6000000000913,-0.5999526381492615,0.3183847665786743,0.36241212487220764,39627752323679645,K,3821.7,4.4914,-0.93174
4002.4000000000915,-1.5351663827896118,0.3402004539966583,0.49138274788856506,39627752323679645,K,3821.7,4.4914,-0.93174
4003.2000000000917,2.779019355773926,0.34201857447624207,0.5874645709991455,39627752323679645,K,3821.7,4.4914,-0.93174
4004.000000000092,-0.04154639318585396,0.32163166999816895,0.6285788416862488,39627752323679645,K,3821.7,4.4914,-0.93174
4004.800000000092,2.58095121383667,0.33326733112335205,0.6530086398124695,39627752323679645,K,3821.7,4.4914,-0.93174
4005.600000000092,0.9496778845787048,0.3349894881248474,0.6443923115730286,39627752323679645,K,3821.7,4.4914,-0.93174
4006.4000000000924,2.626713991165161,0.38605403900146484,0.5800540447235107,39627752323679645,K,3821.7,4.4914,-0.93174
4007.2000000000926,2.729531764984131,0.40103790163993835,0.4861488342285156,39627752323679645,K,3821.7,4.4914,-0.93174
4008.0000000000928,-3.5559027194976807,0.3431936800479889,0.46681973338127136,39627752323679645,K,3821.7,4.4914,-0.93174
4008.800000000093,-2.9579720497131348,0.3148362338542938,0.5538013577461243,39627752323679645,K,3821.7,4.4914,-0.93174
4009.600000000093,0.3455154001712799,0.30871883034706116,0.6116454005241394,39627752323679645,K,3821.7,4.4914,-0.93174
4010.4000000000933,2.0668880939483643,0.30361616611480713,0.5617441534996033,39627752323679645,K,3821.7,4.4914,-0.93174
4011.2000000000935,-2.203331708908081,0.30767932534217834,0.47382643818855286,39627752323679645,K,3821.7,4.4914,-0.93174
4012.0000000000937,-0.3145999610424042,0.3187509775161743,0.5091455578804016,39627752323679645,K,3821.7,4.4914,-0.93174
4012.800000000094,-0.6427540183067322,0.32028645277023315,0.6282156705856323,39627752323679645,K,3821.7,4.4914,-0.93174
4013.600000000094,2.696566104888916,0.30891910195350647,0.6693673729896545,39627752323679645,K,3821.7,4.4914,-0.93174
4014.400000000094,-2.2356817722320557,0.298592746257782,0.6647355556488037,39627752323679645,K,3821.7,4.4914,-0.93174
4015.2000000000944,3.4590649604797363,0.2964070439338684,0.6841806769371033,39627752323679645,K,3821.7,4.4914,-0.93174
